TR_ACC,TE_ACC,LR,DECAY,MOMENTUM,NESTEROV,EPOCHS,BATCH_SZ,HIDDEN_DIM,NUM_LAYERS,PARAMS
0.0943,0.0904,0.0,0.0,0.0,False,1,31,91,73,666767
0.0703,0.0653,0.0,0.0,0.0,False,1,31,91,83,750487
0.0735,0.0707,0.0,0.0,0.0,False,1,31,91,93,834207
0.1044,0.1124,0.0,0.0,0.0,False,1,41,1,3,807
0.0646,0.0586,0.0,0.0,0.0,False,1,41,1,13,827
0.101,0.0975,0.0,0.0,0.0,False,1,41,1,23,847
0.076,0.0789,0.0,0.0,0.0,False,1,41,1,33,867
0.0662,0.0663,0.0,0.0,0.0,False,1,41,1,43,887
0.0866,0.0866,0.0,0.0,0.0,False,1,41,1,53,907
0.0987,0.098,0.0,0.0,0.0,False,1,41,1,63,927
0.0987,0.098,0.0,0.0,0.0,False,1,41,1,73,947
0.0987,0.098,0.0,0.0,0.0,False,1,41,1,83,967
0.0987,0.098,0.0,0.0,0.0,False,1,41,1,93,987
0.0682,0.0668,0.0,0.0,0.0,False,1,41,11,3,8887
0.1281,0.124,0.0,0.0,0.0,False,1,41,11,13,10207
0.1141,0.1121,0.0,0.0,0.0,False,1,41,11,23,11527
0.0791,0.0773,0.0,0.0,0.0,False,1,41,11,33,12847
0.0711,0.0735,0.0,0.0,0.0,False,1,41,11,43,14167
0.0918,0.0948,0.0,0.0,0.0,False,1,41,11,53,15487
0.1079,0.1021,0.0,0.0,0.0,False,1,41,11,63,16807
0.1311,0.1291,0.0,0.0,0.0,False,1,41,11,73,18127
0.1644,0.1689,0.0,0.0,0.0,False,1,41,11,83,19447
0.09,0.091,0.0,0.0,0.0,False,1,41,11,93,20767
0.0894,0.0898,0.0,0.0,0.0,False,1,41,21,3,17167
0.1087,0.1067,0.0,0.0,0.0,False,1,41,21,13,21787
0.0646,0.0655,0.0,0.0,0.0,False,1,41,21,23,26407
0.0817,0.0864,0.0,0.0,0.0,False,1,41,21,33,31027
0.0824,0.0816,0.0,0.0,0.0,False,1,41,21,43,35647
0.1138,0.1144,0.0,0.0,0.0,False,1,41,21,53,40267
0.0651,0.0617,0.0,0.0,0.0,False,1,41,21,63,44887
0.0621,0.0555,0.0,0.0,0.0,False,1,41,21,73,49507
0.072,0.0693,0.0,0.0,0.0,False,1,41,21,83,54127
0.0651,0.0706,0.0,0.0,0.0,False,1,41,21,93,58747
0.1004,0.0978,0.0,0.0,0.0,False,1,41,31,3,25647
0.0788,0.0719,0.0,0.0,0.0,False,1,41,31,13,35567
0.1019,0.1066,0.0,0.0,0.0,False,1,41,31,23,45487
0.0762,0.0701,0.0,0.0,0.0,False,1,41,31,33,55407
0.1136,0.1086,0.0,0.0,0.0,False,1,41,31,43,65327
0.0671,0.0667,0.0,0.0,0.0,False,1,41,31,53,75247
0.0564,0.0556,0.0,0.0,0.0,False,1,41,31,63,85167
0.069,0.0696,0.0,0.0,0.0,False,1,41,31,73,95087
0.1614,0.1633,0.0,0.0,0.0,False,1,41,31,83,105007
0.1456,0.1439,0.0,0.0,0.0,False,1,41,31,93,114927
0.1071,0.1144,0.0,0.0,0.0,False,1,41,41,3,34327
0.0838,0.0788,0.0,0.0,0.0,False,1,41,41,13,51547
0.0714,0.0671,0.0,0.0,0.0,False,1,41,41,23,68767
0.0686,0.0685,0.0,0.0,0.0,False,1,41,41,33,85987
0.0935,0.0883,0.0,0.0,0.0,False,1,41,41,43,103207
0.1257,0.1241,0.0,0.0,0.0,False,1,41,41,53,120427
0.1291,0.1294,0.0,0.0,0.0,False,1,41,41,63,137647
0.1556,0.1529,0.0,0.0,0.0,False,1,41,41,73,154867
0.1006,0.1018,0.0,0.0,0.0,False,1,41,41,83,172087
0.1201,0.122,0.0,0.0,0.0,False,1,41,41,93,189307
0.0734,0.0661,0.0,0.0,0.0,False,1,41,51,3,43207
0.0625,0.0608,0.0,0.0,0.0,False,1,41,51,13,69727
0.0488,0.0465,0.0,0.0,0.0,False,1,41,51,23,96247
0.0965,0.0937,0.0,0.0,0.0,False,1,41,51,33,122767
0.092,0.0926,0.0,0.0,0.0,False,1,41,51,43,149287
0.0661,0.0678,0.0,0.0,0.0,False,1,41,51,53,175807
0.0735,0.0669,0.0,0.0,0.0,False,1,41,51,63,202327
0.0667,0.0641,0.0,0.0,0.0,False,1,41,51,73,228847
0.0909,0.0891,0.0,0.0,0.0,False,1,41,51,83,255367
0.1293,0.1323,0.0,0.0,0.0,False,1,41,51,93,281887
0.1141,0.1151,0.0,0.0,0.0,False,1,41,61,3,52287
0.1094,0.1087,0.0,0.0,0.0,False,1,41,61,13,90107
0.1073,0.116,0.0,0.0,0.0,False,1,41,61,23,127927
0.1108,0.111,0.0,0.0,0.0,False,1,41,61,33,165747
0.1197,0.1162,0.0,0.0,0.0,False,1,41,61,43,203567
0.1414,0.1504,0.0,0.0,0.0,False,1,41,61,53,241387
0.147,0.1496,0.0,0.0,0.0,False,1,41,61,63,279207
0.1116,0.1116,0.0,0.0,0.0,False,1,41,61,73,317027
0.0685,0.0703,0.0,0.0,0.0,False,1,41,61,83,354847
0.1199,0.1216,0.0,0.0,0.0,False,1,41,61,93,392667
0.1046,0.109,0.0,0.0,0.0,False,1,41,71,3,61567
0.1255,0.1233,0.0,0.0,0.0,False,1,41,71,13,112687
0.0959,0.1024,0.0,0.0,0.0,False,1,41,71,23,163807
0.1285,0.1308,0.0,0.0,0.0,False,1,41,71,33,214927
0.0559,0.0521,0.0,0.0,0.0,False,1,41,71,43,266047
0.14,0.1473,0.0,0.0,0.0,False,1,41,71,53,317167
0.0394,0.0329,0.0,0.0,0.0,False,1,41,71,63,368287
0.1294,0.1275,0.0,0.0,0.0,False,1,41,71,73,419407
0.1107,0.1114,0.0,0.0,0.0,False,1,41,71,83,470527
0.0877,0.0914,0.0,0.0,0.0,False,1,41,71,93,521647
0.0708,0.0681,0.0,0.0,0.0,False,1,41,81,3,71047
0.0711,0.0725,0.0,0.0,0.0,False,1,41,81,13,137467
0.0814,0.0771,0.0,0.0,0.0,False,1,41,81,23,203887
0.0807,0.0873,0.0,0.0,0.0,False,1,41,81,33,270307
0.0594,0.0589,0.0,0.0,0.0,False,1,41,81,43,336727
0.1166,0.1229,0.0,0.0,0.0,False,1,41,81,53,403147
0.1095,0.0995,0.0,0.0,0.0,False,1,41,81,63,469567
0.096,0.1026,0.0,0.0,0.0,False,1,41,81,73,535987
0.0722,0.0724,0.0,0.0,0.0,False,1,41,81,83,602407
0.0965,0.0944,0.0,0.0,0.0,False,1,41,81,93,668827
0.0932,0.0865,0.0,0.0,0.0,False,1,41,91,3,80727
0.0858,0.0829,0.0,0.0,0.0,False,1,41,91,13,164447
0.0865,0.0898,0.0,0.0,0.0,False,1,41,91,23,248167
0.084,0.08,0.0,0.0,0.0,False,1,41,91,33,331887
0.1325,0.125,0.0,0.0,0.0,False,1,41,91,43,415607
0.0872,0.0852,0.0,0.0,0.0,False,1,41,91,53,499327
0.1034,0.1012,0.0,0.0,0.0,False,1,41,91,63,583047
0.0704,0.0664,0.0,0.0,0.0,False,1,41,91,73,666767
0.1134,0.1122,0.0,0.0,0.0,False,1,41,91,83,750487
0.1077,0.0964,0.0,0.0,0.0,False,1,41,91,93,834207
0.079,0.0804,0.0,0.0,0.0,False,1,51,1,3,807
0.128,0.1253,0.0,0.0,0.0,False,1,51,1,13,827
0.0676,0.0623,0.0,0.0,0.0,False,1,51,1,23,847
0.0759,0.0738,0.0,0.0,0.0,False,1,51,1,33,867
0.0987,0.098,0.0,0.0,0.0,False,1,51,1,43,887
0.0987,0.098,0.0,0.0,0.0,False,1,51,1,53,907
0.0987,0.098,0.0,0.0,0.0,False,1,51,1,63,927
0.0987,0.098,0.0,0.0,0.0,False,1,51,1,73,947
0.0987,0.098,0.0,0.0,0.0,False,1,51,1,83,967
0.0987,0.098,0.0,0.0,0.0,False,1,51,1,93,987
0.108,0.1042,0.0,0.0,0.0,False,1,51,11,3,8887
0.108,0.1138,0.0,0.0,0.0,False,1,51,11,13,10207
0.1442,0.143,0.0,0.0,0.0,False,1,51,11,23,11527
0.1005,0.0991,0.0,0.0,0.0,False,1,51,11,33,12847
0.0704,0.0741,0.0,0.0,0.0,False,1,51,11,43,14167
0.1102,0.1082,0.0,0.0,0.0,False,1,51,11,53,15487
0.0653,0.0634,0.0,0.0,0.0,False,1,51,11,63,16807
0.1,0.0981,0.0,0.0,0.0,False,1,51,11,73,18127
0.0768,0.0748,0.0,0.0,0.0,False,1,51,11,83,19447
0.0742,0.0677,0.0,0.0,0.0,False,1,51,11,93,20767
0.1179,0.1083,0.0,0.0,0.0,False,1,51,21,3,17167
0.0559,0.0511,0.0,0.0,0.0,False,1,51,21,13,21787
0.0894,0.0937,0.0,0.0,0.0,False,1,51,21,23,26407
0.1078,0.1069,0.0,0.0,0.0,False,1,51,21,33,31027
0.113,0.114,0.0,0.0,0.0,False,1,51,21,43,35647
0.1268,0.1282,0.0,0.0,0.0,False,1,51,21,53,40267
0.0613,0.0546,0.0,0.0,0.0,False,1,51,21,63,44887
0.0911,0.0894,0.0,0.0,0.0,False,1,51,21,73,49507
0.127,0.1231,0.0,0.0,0.0,False,1,51,21,83,54127
0.1023,0.1021,0.0,0.0,0.0,False,1,51,21,93,58747
0.0918,0.0896,0.0,0.0,0.0,False,1,51,31,3,25647
0.0817,0.0844,0.0,0.0,0.0,False,1,51,31,13,35567
0.0589,0.055,0.0,0.0,0.0,False,1,51,31,23,45487
0.0916,0.092,0.0,0.0,0.0,False,1,51,31,33,55407
0.0946,0.0957,0.0,0.0,0.0,False,1,51,31,43,65327
0.1021,0.1057,0.0,0.0,0.0,False,1,51,31,53,75247
0.1147,0.1203,0.0,0.0,0.0,False,1,51,31,63,85167
0.1224,0.1214,0.0,0.0,0.0,False,1,51,31,73,95087
0.0624,0.0585,0.0,0.0,0.0,False,1,51,31,83,105007
0.0788,0.0778,0.0,0.0,0.0,False,1,51,31,93,114927
0.1335,0.1319,0.0,0.0,0.0,False,1,51,41,3,34327
0.1394,0.1368,0.0,0.0,0.0,False,1,51,41,13,51547
0.0785,0.0762,0.0,0.0,0.0,False,1,51,41,23,68767
0.1049,0.1092,0.0,0.0,0.0,False,1,51,41,33,85987
0.0942,0.0936,0.0,0.0,0.0,False,1,51,41,43,103207
0.1141,0.1163,0.0,0.0,0.0,False,1,51,41,53,120427
0.1699,0.1707,0.0,0.0,0.0,False,1,51,41,63,137647
0.0699,0.0746,0.0,0.0,0.0,False,1,51,41,73,154867
0.109,0.1143,0.0,0.0,0.0,False,1,51,41,83,172087
0.1088,0.1093,0.0,0.0,0.0,False,1,51,41,93,189307
0.1204,0.1184,0.0,0.0,0.0,False,1,51,51,3,43207
0.1261,0.1229,0.0,0.0,0.0,False,1,51,51,13,69727
0.1161,0.1121,0.0,0.0,0.0,False,1,51,51,23,96247
0.133,0.1314,0.0,0.0,0.0,False,1,51,51,33,122767
0.1406,0.1395,0.0,0.0,0.0,False,1,51,51,43,149287
0.1038,0.1068,0.0,0.0,0.0,False,1,51,51,53,175807
0.1062,0.1067,0.0,0.0,0.0,False,1,51,51,63,202327
0.1564,0.1524,0.0,0.0,0.0,False,1,51,51,73,228847
0.0805,0.0822,0.0,0.0,0.0,False,1,51,51,83,255367
0.0903,0.0924,0.0,0.0,0.0,False,1,51,51,93,281887
0.1032,0.1035,0.0,0.0,0.0,False,1,51,61,3,52287
0.1222,0.1168,0.0,0.0,0.0,False,1,51,61,13,90107
0.0854,0.0842,0.0,0.0,0.0,False,1,51,61,23,127927
0.1138,0.1161,0.0,0.0,0.0,False,1,51,61,33,165747
0.0867,0.0889,0.0,0.0,0.0,False,1,51,61,43,203567
0.0784,0.0813,0.0,0.0,0.0,False,1,51,61,53,241387
0.1258,0.1249,0.0,0.0,0.0,False,1,51,61,63,279207
0.1035,0.0981,0.0,0.0,0.0,False,1,51,61,73,317027
0.0922,0.0892,0.0,0.0,0.0,False,1,51,61,83,354847
0.0924,0.0908,0.0,0.0,0.0,False,1,51,61,93,392667
0.112,0.1106,0.0,0.0,0.0,False,1,51,71,3,61567
0.1178,0.1229,0.0,0.0,0.0,False,1,51,71,13,112687
0.1036,0.1153,0.0,0.0,0.0,False,1,51,71,23,163807
0.0534,0.0558,0.0,0.0,0.0,False,1,51,71,33,214927
0.0488,0.0448,0.0,0.0,0.0,False,1,51,71,43,266047
0.114,0.1091,0.0,0.0,0.0,False,1,51,71,53,317167
0.1062,0.1023,0.0,0.0,0.0,False,1,51,71,63,368287
0.0926,0.0955,0.0,0.0,0.0,False,1,51,71,73,419407
0.1264,0.1309,0.0,0.0,0.0,False,1,51,71,83,470527
0.0971,0.0945,0.0,0.0,0.0,False,1,51,71,93,521647
0.0962,0.1022,0.0,0.0,0.0,False,1,51,81,3,71047
0.1158,0.1192,0.0,0.0,0.0,False,1,51,81,13,137467
0.0995,0.1009,0.0,0.0,0.0,False,1,51,81,23,203887
0.0893,0.0896,0.0,0.0,0.0,False,1,51,81,33,270307
0.1538,0.1543,0.0,0.0,0.0,False,1,51,81,43,336727
0.1376,0.1313,0.0,0.0,0.0,False,1,51,81,53,403147
0.0968,0.1011,0.0,0.0,0.0,False,1,51,81,63,469567
0.102,0.1029,0.0,0.0,0.0,False,1,51,81,73,535987
0.1132,0.1152,0.0,0.0,0.0,False,1,51,81,83,602407
0.1133,0.114,0.0,0.0,0.0,False,1,51,81,93,668827
0.1166,0.1151,0.0,0.0,0.0,False,1,51,91,3,80727
0.0703,0.0746,0.0,0.0,0.0,False,1,51,91,13,164447
0.0862,0.0845,0.0,0.0,0.0,False,1,51,91,23,248167
0.1621,0.1642,0.0,0.0,0.0,False,1,51,91,33,331887
0.1187,0.1142,0.0,0.0,0.0,False,1,51,91,43,415607
0.085,0.084,0.0,0.0,0.0,False,1,51,91,53,499327
0.0786,0.0754,0.0,0.0,0.0,False,1,51,91,63,583047
0.0521,0.0531,0.0,0.0,0.0,False,1,51,91,73,666767
0.0706,0.0721,0.0,0.0,0.0,False,1,51,91,83,750487
0.1012,0.0984,0.0,0.0,0.0,False,1,51,91,93,834207
0.0585,0.0514,0.0,0.0,0.0,False,1,61,1,3,807
0.0942,0.0962,0.0,0.0,0.0,False,1,61,1,13,827
0.0809,0.0809,0.0,0.0,0.0,False,1,61,1,23,847
0.0922,0.0929,0.0,0.0,0.0,False,1,61,1,33,867
0.0987,0.098,0.0,0.0,0.0,False,1,61,1,43,887
0.0987,0.098,0.0,0.0,0.0,False,1,61,1,53,907
0.0987,0.098,0.0,0.0,0.0,False,1,61,1,63,927
0.0987,0.098,0.0,0.0,0.0,False,1,61,1,73,947
0.0987,0.098,0.0,0.0,0.0,False,1,61,1,83,967
0.0987,0.098,0.0,0.0,0.0,False,1,61,1,93,987
0.0617,0.0591,0.0,0.0,0.0,False,1,61,11,3,8887
0.077,0.0805,0.0,0.0,0.0,False,1,61,11,13,10207
0.112,0.1131,0.0,0.0,0.0,False,1,61,11,23,11527
0.1184,0.1155,0.0,0.0,0.0,False,1,61,11,33,12847
0.1002,0.0982,0.0,0.0,0.0,False,1,61,11,43,14167
0.0779,0.0817,0.0,0.0,0.0,False,1,61,11,53,15487
0.1206,0.1131,0.0,0.0,0.0,False,1,61,11,63,16807
0.0458,0.05,0.0,0.0,0.0,False,1,61,11,73,18127
0.1314,0.1312,0.0,0.0,0.0,False,1,61,11,83,19447
0.1281,0.1249,0.0,0.0,0.0,False,1,61,11,93,20767
0.0822,0.0782,0.0,0.0,0.0,False,1,61,21,3,17167
0.0936,0.0965,0.0,0.0,0.0,False,1,61,21,13,21787
0.1336,0.1311,0.0,0.0,0.0,False,1,61,21,23,26407
0.1127,0.1152,0.0,0.0,0.0,False,1,61,21,33,31027
0.0842,0.0848,0.0,0.0,0.0,False,1,61,21,43,35647
0.0736,0.0693,0.0,0.0,0.0,False,1,61,21,53,40267
0.1328,0.1295,0.0,0.0,0.0,False,1,61,21,63,44887
0.0739,0.0647,0.0,0.0,0.0,False,1,61,21,73,49507
0.1014,0.106,0.0,0.0,0.0,False,1,61,21,83,54127
0.1297,0.1262,0.0,0.0,0.0,False,1,61,21,93,58747
0.084,0.0879,0.0,0.0,0.0,False,1,61,31,3,25647
0.0749,0.0772,0.0,0.0,0.0,False,1,61,31,13,35567
0.123,0.117,0.0,0.0,0.0,False,1,61,31,23,45487
0.1245,0.1183,0.0,0.0,0.0,False,1,61,31,33,55407
0.117,0.1231,0.0,0.0,0.0,False,1,61,31,43,65327
0.1313,0.1299,0.0,0.0,0.0,False,1,61,31,53,75247
0.0758,0.0692,0.0,0.0,0.0,False,1,61,31,63,85167
0.09,0.0934,0.0,0.0,0.0,False,1,61,31,73,95087
0.0558,0.0545,0.0,0.0,0.0,False,1,61,31,83,105007
0.0799,0.0801,0.0,0.0,0.0,False,1,61,31,93,114927
0.0808,0.0819,0.0,0.0,0.0,False,1,61,41,3,34327
0.0826,0.0865,0.0,0.0,0.0,False,1,61,41,13,51547
0.0764,0.0741,0.0,0.0,0.0,False,1,61,41,23,68767
0.1096,0.1047,0.0,0.0,0.0,False,1,61,41,33,85987
0.057,0.0541,0.0,0.0,0.0,False,1,61,41,43,103207
0.0692,0.0661,0.0,0.0,0.0,False,1,61,41,53,120427
0.1158,0.1168,0.0,0.0,0.0,False,1,61,41,63,137647
0.1065,0.1013,0.0,0.0,0.0,False,1,61,41,73,154867
0.0864,0.0876,0.0,0.0,0.0,False,1,61,41,83,172087
0.0819,0.0828,0.0,0.0,0.0,False,1,61,41,93,189307
0.1169,0.1092,0.0,0.0,0.0,False,1,61,51,3,43207
0.0981,0.0964,0.0,0.0,0.0,False,1,61,51,13,69727
0.1098,0.1063,0.0,0.0,0.0,False,1,61,51,23,96247
0.0837,0.0805,0.0,0.0,0.0,False,1,61,51,33,122767
0.1399,0.1388,0.0,0.0,0.0,False,1,61,51,43,149287
0.115,0.1089,0.0,0.0,0.0,False,1,61,51,53,175807
0.1132,0.1153,0.0,0.0,0.0,False,1,61,51,63,202327
0.116,0.1104,0.0,0.0,0.0,False,1,61,51,73,228847
0.117,0.1225,0.0,0.0,0.0,False,1,61,51,83,255367
0.1042,0.1029,0.0,0.0,0.0,False,1,61,51,93,281887
0.1154,0.1134,0.0,0.0,0.0,False,1,61,61,3,52287
0.0901,0.0886,0.0,0.0,0.0,False,1,61,61,13,90107
0.0699,0.0725,0.0,0.0,0.0,False,1,61,61,23,127927
0.121,0.1263,0.0,0.0,0.0,False,1,61,61,33,165747
0.1278,0.133,0.0,0.0,0.0,False,1,61,61,43,203567
0.1412,0.1469,0.0,0.0,0.0,False,1,61,61,53,241387
0.1147,0.1128,0.0,0.0,0.0,False,1,61,61,63,279207
0.0782,0.0829,0.0,0.0,0.0,False,1,61,61,73,317027
0.1103,0.1114,0.0,0.0,0.0,False,1,61,61,83,354847
0.1296,0.1356,0.0,0.0,0.0,False,1,61,61,93,392667
0.096,0.0994,0.0,0.0,0.0,False,1,61,71,3,61567
0.1005,0.0966,0.0,0.0,0.0,False,1,61,71,13,112687
0.0704,0.0694,0.0,0.0,0.0,False,1,61,71,23,163807
0.1274,0.1363,0.0,0.0,0.0,False,1,61,71,33,214927
0.0594,0.0637,0.0,0.0,0.0,False,1,61,71,43,266047
0.1071,0.1072,0.0,0.0,0.0,False,1,61,71,53,317167
0.0748,0.0734,0.0,0.0,0.0,False,1,61,71,63,368287
0.1122,0.1048,0.0,0.0,0.0,False,1,61,71,73,419407
0.0908,0.0899,0.0,0.0,0.0,False,1,61,71,83,470527
0.1098,0.113,0.0,0.0,0.0,False,1,61,71,93,521647
0.1699,0.1679,0.0,0.0,0.0,False,1,61,81,3,71047
0.0849,0.0724,0.0,0.0,0.0,False,1,61,81,13,137467
0.0667,0.0626,0.0,0.0,0.0,False,1,61,81,23,203887
0.1048,0.1103,0.0,0.0,0.0,False,1,61,81,33,270307
0.0828,0.0852,0.0,0.0,0.0,False,1,61,81,43,336727
0.0892,0.0902,0.0,0.0,0.0,False,1,61,81,53,403147
0.1118,0.109,0.0,0.0,0.0,False,1,61,81,63,469567
0.0473,0.0474,0.0,0.0,0.0,False,1,61,81,73,535987
0.0735,0.0767,0.0,0.0,0.0,False,1,61,81,83,602407
0.0737,0.0791,0.0,0.0,0.0,False,1,61,81,93,668827
0.0961,0.1035,0.0,0.0,0.0,False,1,61,91,3,80727
0.1369,0.1376,0.0,0.0,0.0,False,1,61,91,13,164447
0.0526,0.0553,0.0,0.0,0.0,False,1,61,91,23,248167
0.0936,0.0952,0.0,0.0,0.0,False,1,61,91,33,331887
0.1324,0.1296,0.0,0.0,0.0,False,1,61,91,43,415607
0.1287,0.1326,0.0,0.0,0.0,False,1,61,91,53,499327
0.0922,0.0967,0.0,0.0,0.0,False,1,61,91,63,583047
0.0574,0.0598,0.0,0.0,0.0,False,1,61,91,73,666767
0.0955,0.1005,0.0,0.0,0.0,False,1,61,91,83,750487
0.1192,0.1215,0.0,0.0,0.0,False,1,61,91,93,834207
0.1131,0.1083,0.0,0.0,0.0,False,1,71,1,3,807
0.094,0.0934,0.0,0.0,0.0,False,1,71,1,13,827
0.1062,0.1043,0.0,0.0,0.0,False,1,71,1,23,847
0.0862,0.0939,0.0,0.0,0.0,False,1,71,1,33,867
0.0987,0.098,0.0,0.0,0.0,False,1,71,1,43,887
0.0987,0.098,0.0,0.0,0.0,False,1,71,1,53,907
0.0987,0.098,0.0,0.0,0.0,False,1,71,1,63,927
0.0987,0.098,0.0,0.0,0.0,False,1,71,1,73,947
0.0987,0.098,0.0,0.0,0.0,False,1,71,1,83,967
0.0987,0.098,0.0,0.0,0.0,False,1,71,1,93,987
0.1359,0.1377,0.0,0.0,0.0,False,1,71,11,3,8887
0.1955,0.1961,0.0,0.0,0.0,False,1,71,11,13,10207
0.0941,0.0894,0.0,0.0,0.0,False,1,71,11,23,11527
0.1302,0.13,0.0,0.0,0.0,False,1,71,11,33,12847
0.1314,0.1349,0.0,0.0,0.0,False,1,71,11,43,14167
0.0648,0.0646,0.0,0.0,0.0,False,1,71,11,53,15487
0.1047,0.1064,0.0,0.0,0.0,False,1,71,11,63,16807
0.1796,0.1814,0.0,0.0,0.0,False,1,71,11,73,18127
0.0926,0.0904,0.0,0.0,0.0,False,1,71,11,83,19447
0.1117,0.1138,0.0,0.0,0.0,False,1,71,11,93,20767
0.0761,0.0708,0.0,0.0,0.0,False,1,71,21,3,17167
0.1161,0.109,0.0,0.0,0.0,False,1,71,21,13,21787
0.1394,0.1459,0.0,0.0,0.0,False,1,71,21,23,26407
0.0796,0.0744,0.0,0.0,0.0,False,1,71,21,33,31027
0.0912,0.0943,0.0,0.0,0.0,False,1,71,21,43,35647
0.0923,0.0901,0.0,0.0,0.0,False,1,71,21,53,40267
0.072,0.0715,0.0,0.0,0.0,False,1,71,21,63,44887
0.1408,0.1461,0.0,0.0,0.0,False,1,71,21,73,49507
0.0784,0.0777,0.0,0.0,0.0,False,1,71,21,83,54127
0.1154,0.1179,0.0,0.0,0.0,False,1,71,21,93,58747
0.0966,0.0931,0.0,0.0,0.0,False,1,71,31,3,25647
0.1066,0.106,0.0,0.0,0.0,False,1,71,31,13,35567
0.1096,0.1075,0.0,0.0,0.0,False,1,71,31,23,45487
0.0653,0.0716,0.0,0.0,0.0,False,1,71,31,33,55407
0.106,0.1104,0.0,0.0,0.0,False,1,71,31,43,65327
0.1422,0.1423,0.0,0.0,0.0,False,1,71,31,53,75247
0.0856,0.0836,0.0,0.0,0.0,False,1,71,31,63,85167
0.1175,0.1117,0.0,0.0,0.0,False,1,71,31,73,95087
0.1016,0.1013,0.0,0.0,0.0,False,1,71,31,83,105007
0.1101,0.1092,0.0,0.0,0.0,False,1,71,31,93,114927
0.1051,0.1052,0.0,0.0,0.0,False,1,71,41,3,34327
0.0758,0.0738,0.0,0.0,0.0,False,1,71,41,13,51547
0.1337,0.1295,0.0,0.0,0.0,False,1,71,41,23,68767
0.1194,0.1186,0.0,0.0,0.0,False,1,71,41,33,85987
0.1026,0.1016,0.0,0.0,0.0,False,1,71,41,43,103207
0.0743,0.0695,0.0,0.0,0.0,False,1,71,41,53,120427
0.0672,0.0684,0.0,0.0,0.0,False,1,71,41,63,137647
0.1119,0.113,0.0,0.0,0.0,False,1,71,41,73,154867
0.0602,0.0576,0.0,0.0,0.0,False,1,71,41,83,172087
0.1752,0.1824,0.0,0.0,0.0,False,1,71,41,93,189307
0.0844,0.0784,0.0,0.0,0.0,False,1,71,51,3,43207
0.1953,0.1918,0.0,0.0,0.0,False,1,71,51,13,69727
0.1385,0.1391,0.0,0.0,0.0,False,1,71,51,23,96247
0.1121,0.1067,0.0,0.0,0.0,False,1,71,51,33,122767
0.1157,0.1153,0.0,0.0,0.0,False,1,71,51,43,149287
0.0967,0.0975,0.0,0.0,0.0,False,1,71,51,53,175807
0.1226,0.1261,0.0,0.0,0.0,False,1,71,51,63,202327
0.1399,0.1423,0.0,0.0,0.0,False,1,71,51,73,228847
0.0807,0.0765,0.0,0.0,0.0,False,1,71,51,83,255367
0.0561,0.0514,0.0,0.0,0.0,False,1,71,51,93,281887
0.0904,0.089,0.0,0.0,0.0,False,1,71,61,3,52287
0.1361,0.1415,0.0,0.0,0.0,False,1,71,61,13,90107
0.0979,0.0996,0.0,0.0,0.0,False,1,71,61,23,127927
0.0988,0.1016,0.0,0.0,0.0,False,1,71,61,33,165747
0.0974,0.093,0.0,0.0,0.0,False,1,71,61,43,203567
0.0799,0.0744,0.0,0.0,0.0,False,1,71,61,53,241387
0.1592,0.1674,0.0,0.0,0.0,False,1,71,61,63,279207
0.1058,0.1088,0.0,0.0,0.0,False,1,71,61,73,317027
0.0718,0.068,0.0,0.0,0.0,False,1,71,61,83,354847
0.1101,0.1118,0.0,0.0,0.0,False,1,71,61,93,392667
0.087,0.086,0.0,0.0,0.0,False,1,71,71,3,61567
0.0658,0.0658,0.0,0.0,0.0,False,1,71,71,13,112687
0.1467,0.1578,0.0,0.0,0.0,False,1,71,71,23,163807
0.1451,0.1382,0.0,0.0,0.0,False,1,71,71,33,214927
0.1081,0.1127,0.0,0.0,0.0,False,1,71,71,43,266047
0.0878,0.0949,0.0,0.0,0.0,False,1,71,71,53,317167
0.0627,0.0599,0.0,0.0,0.0,False,1,71,71,63,368287
0.0753,0.0699,0.0,0.0,0.0,False,1,71,71,73,419407
0.119,0.1186,0.0,0.0,0.0,False,1,71,71,83,470527
0.0915,0.0884,0.0,0.0,0.0,False,1,71,71,93,521647
0.0711,0.0739,0.0,0.0,0.0,False,1,71,81,3,71047
0.1362,0.1346,0.0,0.0,0.0,False,1,71,81,13,137467
0.0561,0.0534,0.0,0.0,0.0,False,1,71,81,23,203887
0.1358,0.1325,0.0,0.0,0.0,False,1,71,81,33,270307
0.0839,0.0866,0.0,0.0,0.0,False,1,71,81,43,336727
0.1272,0.1258,0.0,0.0,0.0,False,1,71,81,53,403147
0.0582,0.0567,0.0,0.0,0.0,False,1,71,81,63,469567
0.1343,0.1348,0.0,0.0,0.0,False,1,71,81,73,535987
0.1112,0.1159,0.0,0.0,0.0,False,1,71,81,83,602407
0.089,0.0875,0.0,0.0,0.0,False,1,71,81,93,668827
0.1248,0.1188,0.0,0.0,0.0,False,1,71,91,3,80727
0.0795,0.0832,0.0,0.0,0.0,False,1,71,91,13,164447
0.0921,0.0937,0.0,0.0,0.0,False,1,71,91,23,248167
0.0893,0.0863,0.0,0.0,0.0,False,1,71,91,33,331887
0.1057,0.1034,0.0,0.0,0.0,False,1,71,91,43,415607
0.0864,0.0851,0.0,0.0,0.0,False,1,71,91,53,499327
0.0915,0.0887,0.0,0.0,0.0,False,1,71,91,63,583047
0.0836,0.0945,0.0,0.0,0.0,False,1,71,91,73,666767
