TR_ACC,TE_ACC,LR,DECAY,MOMENTUM,NESTEROV,EPOCHS,BATCH_SZ,HIDDEN_DIM,NUM_LAYERS,PARAMS
0.1261,0.1208,0.0,0.0,0.0,False,1,11,41,3,34327
0.1152,0.1151,0.0,0.0,0.0,False,1,11,41,13,51547
0.1174,0.1207,0.0,0.0,0.0,False,1,11,41,23,68767
0.1633,0.1573,0.0,0.0,0.0,False,1,11,41,33,85987
0.1101,0.1101,0.0,0.0,0.0,False,1,11,41,43,103207
0.0941,0.0943,0.0,0.0,0.0,False,1,11,41,53,120427
0.0904,0.0886,0.0,0.0,0.0,False,1,11,41,63,137647
0.0974,0.0947,0.0,0.0,0.0,False,1,11,41,73,154867
0.0748,0.0742,0.0,0.0,0.0,False,1,11,41,83,172087
0.0976,0.0966,0.0,0.0,0.0,False,1,11,41,93,189307
0.0719,0.0761,0.0,0.0,0.0,False,1,11,51,3,43207
0.0672,0.0704,0.0,0.0,0.0,False,1,11,51,13,69727
0.1568,0.1603,0.0,0.0,0.0,False,1,11,51,23,96247
0.1172,0.1197,0.0,0.0,0.0,False,1,11,51,33,122767
0.0785,0.0822,0.0,0.0,0.0,False,1,11,51,43,149287
0.0937,0.0954,0.0,0.0,0.0,False,1,11,51,53,175807
0.1102,0.1181,0.0,0.0,0.0,False,1,11,51,63,202327
0.1735,0.1732,0.0,0.0,0.0,False,1,11,51,73,228847
0.1174,0.1176,0.0,0.0,0.0,False,1,11,51,83,255367
0.1628,0.1624,0.0,0.0,0.0,False,1,11,51,93,281887
0.0953,0.0934,0.0,0.0,0.0,False,1,11,61,3,52287
0.0887,0.09,0.0,0.0,0.0,False,1,11,61,13,90107
0.0824,0.0776,0.0,0.0,0.0,False,1,11,61,23,127927
0.1222,0.1209,0.0,0.0,0.0,False,1,11,61,33,165747
0.0986,0.0936,0.0,0.0,0.0,False,1,11,61,43,203567
0.0651,0.0668,0.0,0.0,0.0,False,1,11,61,53,241387
0.1034,0.1022,0.0,0.0,0.0,False,1,11,61,63,279207
0.0545,0.0562,0.0,0.0,0.0,False,1,11,61,73,317027
0.0954,0.0931,0.0,0.0,0.0,False,1,11,61,83,354847
0.1333,0.1296,0.0,0.0,0.0,False,1,11,61,93,392667
0.1237,0.125,0.0,0.0,0.0,False,1,11,71,3,61567
0.1038,0.1013,0.0,0.0,0.0,False,1,11,71,13,112687
0.1285,0.1327,0.0,0.0,0.0,False,1,11,71,23,163807
0.0998,0.0966,0.0,0.0,0.0,False,1,11,71,33,214927
0.1248,0.1223,0.0,0.0,0.0,False,1,11,71,43,266047
0.0716,0.0729,0.0,0.0,0.0,False,1,11,71,53,317167
0.1149,0.1145,0.0,0.0,0.0,False,1,11,71,63,368287
0.113,0.113,0.0,0.0,0.0,False,1,11,71,73,419407
0.1493,0.1515,0.0,0.0,0.0,False,1,11,71,83,470527
0.0774,0.0733,0.0,0.0,0.0,False,1,11,71,93,521647
0.0863,0.0807,0.0,0.0,0.0,False,1,11,81,3,71047
0.1217,0.1246,0.0,0.0,0.0,False,1,11,81,13,137467
0.0622,0.0611,0.0,0.0,0.0,False,1,11,81,23,203887
0.1164,0.1094,0.0,0.0,0.0,False,1,11,81,33,270307
0.1371,0.1421,0.0,0.0,0.0,False,1,11,81,43,336727
0.1114,0.1067,0.0,0.0,0.0,False,1,11,81,53,403147
0.1016,0.1007,0.0,0.0,0.0,False,1,11,81,63,469567
0.1171,0.1153,0.0,0.0,0.0,False,1,11,81,73,535987
0.0773,0.0767,0.0,0.0,0.0,False,1,11,81,83,602407
0.1352,0.1385,0.0,0.0,0.0,False,1,11,81,93,668827
0.0772,0.0741,0.0,0.0,0.0,False,1,11,91,3,80727
0.0556,0.0576,0.0,0.0,0.0,False,1,11,91,13,164447
0.1062,0.1134,0.0,0.0,0.0,False,1,11,91,23,248167
0.1424,0.1373,0.0,0.0,0.0,False,1,11,91,33,331887
0.0903,0.096,0.0,0.0,0.0,False,1,11,91,43,415607
0.0808,0.0883,0.0,0.0,0.0,False,1,11,91,53,499327
0.0755,0.0648,0.0,0.0,0.0,False,1,11,91,63,583047
0.1089,0.1117,0.0,0.0,0.0,False,1,11,91,73,666767
0.0672,0.0641,0.0,0.0,0.0,False,1,11,91,83,750487
0.0927,0.0876,0.0,0.0,0.0,False,1,11,91,93,834207
0.1391,0.1391,0.0,0.0,0.0,False,1,21,1,3,807
0.0976,0.0923,0.0,0.0,0.0,False,1,21,1,13,827
0.0987,0.098,0.0,0.0,0.0,False,1,21,1,23,847
0.0987,0.098,0.0,0.0,0.0,False,1,21,1,33,867
0.0987,0.098,0.0,0.0,0.0,False,1,21,1,43,887
0.0987,0.098,0.0,0.0,0.0,False,1,21,1,53,907
0.0987,0.098,0.0,0.0,0.0,False,1,21,1,63,927
0.0987,0.098,0.0,0.0,0.0,False,1,21,1,73,947
0.0987,0.098,0.0,0.0,0.0,False,1,21,1,83,967
0.0987,0.098,0.0,0.0,0.0,False,1,21,1,93,987
0.0899,0.0883,0.0,0.0,0.0,False,1,21,11,3,8887
0.0907,0.0872,0.0,0.0,0.0,False,1,21,11,13,10207
0.0792,0.0822,0.0,0.0,0.0,False,1,21,11,23,11527
0.0958,0.0975,0.0,0.0,0.0,False,1,21,11,33,12847
0.1055,0.1075,0.0,0.0,0.0,False,1,21,11,43,14167
0.0641,0.0646,0.0,0.0,0.0,False,1,21,11,53,15487
0.0861,0.0853,0.0,0.0,0.0,False,1,21,11,63,16807
0.1053,0.0981,0.0,0.0,0.0,False,1,21,11,73,18127
0.104,0.1028,0.0,0.0,0.0,False,1,21,11,83,19447
0.1336,0.1324,0.0,0.0,0.0,False,1,21,11,93,20767
0.0821,0.0812,0.0,0.0,0.0,False,1,21,21,3,17167
0.1016,0.1027,0.0,0.0,0.0,False,1,21,21,13,21787
0.0696,0.0758,0.0,0.0,0.0,False,1,21,21,23,26407
0.0811,0.0856,0.0,0.0,0.0,False,1,21,21,33,31027
0.1014,0.0951,0.0,0.0,0.0,False,1,21,21,43,35647
0.1112,0.0998,0.0,0.0,0.0,False,1,21,21,53,40267
0.123,0.1279,0.0,0.0,0.0,False,1,21,21,63,44887
0.0988,0.1047,0.0,0.0,0.0,False,1,21,21,73,49507
0.079,0.0779,0.0,0.0,0.0,False,1,21,21,83,54127
0.075,0.0786,0.0,0.0,0.0,False,1,21,21,93,58747
0.0989,0.1035,0.0,0.0,0.0,False,1,21,31,3,25647
0.091,0.0892,0.0,0.0,0.0,False,1,21,31,13,35567
0.0957,0.0892,0.0,0.0,0.0,False,1,21,31,23,45487
0.095,0.0929,0.0,0.0,0.0,False,1,21,31,33,55407
0.0872,0.0945,0.0,0.0,0.0,False,1,21,31,43,65327
0.1331,0.1399,0.0,0.0,0.0,False,1,21,31,53,75247
0.069,0.0715,0.0,0.0,0.0,False,1,21,31,63,85167
0.0872,0.0859,0.0,0.0,0.0,False,1,21,31,73,95087
0.0836,0.0887,0.0,0.0,0.0,False,1,21,31,83,105007
0.1349,0.1355,0.0,0.0,0.0,False,1,21,31,93,114927
0.0684,0.0664,0.0,0.0,0.0,False,1,21,41,3,34327
0.124,0.1225,0.0,0.0,0.0,False,1,21,41,13,51547
0.1299,0.137,0.0,0.0,0.0,False,1,21,41,23,68767
0.0614,0.064,0.0,0.0,0.0,False,1,21,41,33,85987
0.0922,0.0907,0.0,0.0,0.0,False,1,21,41,43,103207
0.1109,0.103,0.0,0.0,0.0,False,1,21,41,53,120427
0.1136,0.1177,0.0,0.0,0.0,False,1,21,41,63,137647
0.0976,0.0956,0.0,0.0,0.0,False,1,21,41,73,154867
0.0735,0.078,0.0,0.0,0.0,False,1,21,41,83,172087
0.1243,0.1202,0.0,0.0,0.0,False,1,21,41,93,189307
0.0737,0.066,0.0,0.0,0.0,False,1,21,51,3,43207
0.0602,0.0562,0.0,0.0,0.0,False,1,21,51,13,69727
0.1233,0.1195,0.0,0.0,0.0,False,1,21,51,23,96247
0.0782,0.0725,0.0,0.0,0.0,False,1,21,51,33,122767
0.1053,0.0998,0.0,0.0,0.0,False,1,21,51,43,149287
0.0961,0.0907,0.0,0.0,0.0,False,1,21,51,53,175807
0.0663,0.0634,0.0,0.0,0.0,False,1,21,51,63,202327
0.1342,0.1374,0.0,0.0,0.0,False,1,21,51,73,228847
0.074,0.0744,0.0,0.0,0.0,False,1,21,51,83,255367
0.0719,0.0714,0.0,0.0,0.0,False,1,21,51,93,281887
0.0923,0.0964,0.0,0.0,0.0,False,1,21,61,3,52287
0.115,0.1133,0.0,0.0,0.0,False,1,21,61,13,90107
0.1172,0.1158,0.0,0.0,0.0,False,1,21,61,23,127927
0.104,0.1031,0.0,0.0,0.0,False,1,21,61,33,165747
0.0621,0.0607,0.0,0.0,0.0,False,1,21,61,43,203567
0.0873,0.0925,0.0,0.0,0.0,False,1,21,61,53,241387
0.0795,0.077,0.0,0.0,0.0,False,1,21,61,63,279207
0.1413,0.1387,0.0,0.0,0.0,False,1,21,61,73,317027
0.1174,0.1189,0.0,0.0,0.0,False,1,21,61,83,354847
0.1631,0.1633,0.0,0.0,0.0,False,1,21,61,93,392667
0.0966,0.0994,0.0,0.0,0.0,False,1,21,71,3,61567
0.1413,0.1347,0.0,0.0,0.0,False,1,21,71,13,112687
0.0853,0.0757,0.0,0.0,0.0,False,1,21,71,23,163807
0.0746,0.0754,0.0,0.0,0.0,False,1,21,71,33,214927
0.1305,0.1191,0.0,0.0,0.0,False,1,21,71,43,266047
0.1015,0.1063,0.0,0.0,0.0,False,1,21,71,53,317167
0.1071,0.1101,0.0,0.0,0.0,False,1,21,71,63,368287
0.0981,0.0951,0.0,0.0,0.0,False,1,21,71,73,419407
0.1228,0.1251,0.0,0.0,0.0,False,1,21,71,83,470527
0.0361,0.0367,0.0,0.0,0.0,False,1,21,71,93,521647
0.0943,0.0965,0.0,0.0,0.0,False,1,21,81,3,71047
0.0757,0.074,0.0,0.0,0.0,False,1,21,81,13,137467
0.0945,0.0987,0.0,0.0,0.0,False,1,21,81,23,203887
0.124,0.1286,0.0,0.0,0.0,False,1,21,81,33,270307
0.1084,0.1107,0.0,0.0,0.0,False,1,21,81,43,336727
0.0741,0.0748,0.0,0.0,0.0,False,1,21,81,53,403147
0.0685,0.074,0.0,0.0,0.0,False,1,21,81,63,469567
0.0884,0.0886,0.0,0.0,0.0,False,1,21,81,73,535987
0.1027,0.1007,0.0,0.0,0.0,False,1,21,81,83,602407
0.1219,0.1131,0.0,0.0,0.0,False,1,21,81,93,668827
0.1248,0.1358,0.0,0.0,0.0,False,1,21,91,3,80727
0.0668,0.0654,0.0,0.0,0.0,False,1,21,91,13,164447
0.0733,0.073,0.0,0.0,0.0,False,1,21,91,23,248167
0.1053,0.1052,0.0,0.0,0.0,False,1,21,91,33,331887
0.1189,0.1158,0.0,0.0,0.0,False,1,21,91,43,415607
0.0719,0.076,0.0,0.0,0.0,False,1,21,91,53,499327
0.0982,0.0942,0.0,0.0,0.0,False,1,21,91,63,583047
0.1148,0.1134,0.0,0.0,0.0,False,1,21,91,73,666767
0.0805,0.0777,0.0,0.0,0.0,False,1,21,91,83,750487
0.0955,0.1008,0.0,0.0,0.0,False,1,21,91,93,834207
0.0602,0.06,0.0,0.0,0.0,False,1,31,1,3,807
0.0539,0.0512,0.0,0.0,0.0,False,1,31,1,13,827
0.0714,0.0694,0.0,0.0,0.0,False,1,31,1,23,847
0.0987,0.098,0.0,0.0,0.0,False,1,31,1,33,867
0.0731,0.0763,0.0,0.0,0.0,False,1,31,1,43,887
0.0987,0.098,0.0,0.0,0.0,False,1,31,1,53,907
0.0987,0.098,0.0,0.0,0.0,False,1,31,1,63,927
0.0987,0.098,0.0,0.0,0.0,False,1,31,1,73,947
0.0987,0.098,0.0,0.0,0.0,False,1,31,1,83,967
0.0987,0.098,0.0,0.0,0.0,False,1,31,1,93,987
0.1328,0.1346,0.0,0.0,0.0,False,1,31,11,3,8887
0.1741,0.1741,0.0,0.0,0.0,False,1,31,11,13,10207
0.088,0.0897,0.0,0.0,0.0,False,1,31,11,23,11527
0.1082,0.1097,0.0,0.0,0.0,False,1,31,11,33,12847
0.1034,0.1044,0.0,0.0,0.0,False,1,31,11,43,14167
0.1105,0.1043,0.0,0.0,0.0,False,1,31,11,53,15487
0.0875,0.0873,0.0,0.0,0.0,False,1,31,11,63,16807
0.0992,0.1041,0.0,0.0,0.0,False,1,31,11,73,18127
0.1222,0.1193,0.0,0.0,0.0,False,1,31,11,83,19447
0.0532,0.0499,0.0,0.0,0.0,False,1,31,11,93,20767
0.1314,0.1214,0.0,0.0,0.0,False,1,31,21,3,17167
0.1117,0.1045,0.0,0.0,0.0,False,1,31,21,13,21787
0.0706,0.0688,0.0,0.0,0.0,False,1,31,21,23,26407
0.0923,0.0831,0.0,0.0,0.0,False,1,31,21,33,31027
0.1214,0.1198,0.0,0.0,0.0,False,1,31,21,43,35647
0.111,0.1089,0.0,0.0,0.0,False,1,31,21,53,40267
0.1204,0.1146,0.0,0.0,0.0,False,1,31,21,63,44887
0.0559,0.0596,0.0,0.0,0.0,False,1,31,21,73,49507
0.0902,0.0761,0.0,0.0,0.0,False,1,31,21,83,54127
0.1019,0.0973,0.0,0.0,0.0,False,1,31,21,93,58747
0.1027,0.1116,0.0,0.0,0.0,False,1,31,31,3,25647
0.0631,0.0604,0.0,0.0,0.0,False,1,31,31,13,35567
0.0978,0.0951,0.0,0.0,0.0,False,1,31,31,23,45487
0.0711,0.062,0.0,0.0,0.0,False,1,31,31,33,55407
0.1162,0.1108,0.0,0.0,0.0,False,1,31,31,43,65327
0.1457,0.145,0.0,0.0,0.0,False,1,31,31,53,75247
0.0963,0.0959,0.0,0.0,0.0,False,1,31,31,63,85167
0.0526,0.0538,0.0,0.0,0.0,False,1,31,31,73,95087
0.0807,0.0829,0.0,0.0,0.0,False,1,31,31,83,105007
0.1071,0.1044,0.0,0.0,0.0,False,1,31,31,93,114927
0.1264,0.1264,0.0,0.0,0.0,False,1,31,41,3,34327
0.1013,0.1023,0.0,0.0,0.0,False,1,31,41,13,51547
0.0658,0.0684,0.0,0.0,0.0,False,1,31,41,23,68767
0.0627,0.0619,0.0,0.0,0.0,False,1,31,41,33,85987
0.1158,0.1201,0.0,0.0,0.0,False,1,31,41,43,103207
0.1299,0.1368,0.0,0.0,0.0,False,1,31,41,53,120427
0.1006,0.1025,0.0,0.0,0.0,False,1,31,41,63,137647
0.133,0.1334,0.0,0.0,0.0,False,1,31,41,73,154867
0.0895,0.0914,0.0,0.0,0.0,False,1,31,41,83,172087
0.096,0.0954,0.0,0.0,0.0,False,1,31,41,93,189307
0.1152,0.1121,0.0,0.0,0.0,False,1,31,51,3,43207
0.1082,0.1014,0.0,0.0,0.0,False,1,31,51,13,69727
0.1018,0.1027,0.0,0.0,0.0,False,1,31,51,23,96247
0.1494,0.1558,0.0,0.0,0.0,False,1,31,51,33,122767
0.1535,0.1522,0.0,0.0,0.0,False,1,31,51,43,149287
0.0841,0.0871,0.0,0.0,0.0,False,1,31,51,53,175807
0.0931,0.0908,0.0,0.0,0.0,False,1,31,51,63,202327
0.1355,0.132,0.0,0.0,0.0,False,1,31,51,73,228847
0.146,0.1452,0.0,0.0,0.0,False,1,31,51,83,255367
0.1006,0.1097,0.0,0.0,0.0,False,1,31,51,93,281887
0.1306,0.1293,0.0,0.0,0.0,False,1,31,61,3,52287
0.1119,0.1132,0.0,0.0,0.0,False,1,31,61,13,90107
0.1348,0.1381,0.0,0.0,0.0,False,1,31,61,23,127927
0.1028,0.1041,0.0,0.0,0.0,False,1,31,61,33,165747
0.1059,0.101,0.0,0.0,0.0,False,1,31,61,43,203567
0.1537,0.1559,0.0,0.0,0.0,False,1,31,61,53,241387
0.1545,0.1519,0.0,0.0,0.0,False,1,31,61,63,279207
0.1079,0.0998,0.0,0.0,0.0,False,1,31,61,73,317027
0.0625,0.0665,0.0,0.0,0.0,False,1,31,61,83,354847
0.1403,0.1465,0.0,0.0,0.0,False,1,31,61,93,392667
0.082,0.0729,0.0,0.0,0.0,False,1,31,71,3,61567
0.0577,0.0588,0.0,0.0,0.0,False,1,31,71,13,112687
0.1268,0.1295,0.0,0.0,0.0,False,1,31,71,23,163807
0.1216,0.1231,0.0,0.0,0.0,False,1,31,71,33,214927
0.1058,0.1074,0.0,0.0,0.0,False,1,31,71,43,266047
0.1222,0.1235,0.0,0.0,0.0,False,1,31,71,53,317167
0.0958,0.0986,0.0,0.0,0.0,False,1,31,71,63,368287
0.111,0.1103,0.0,0.0,0.0,False,1,31,71,73,419407
0.1306,0.134,0.0,0.0,0.0,False,1,31,71,83,470527
0.072,0.0691,0.0,0.0,0.0,False,1,31,71,93,521647
0.1307,0.1357,0.0,0.0,0.0,False,1,31,81,3,71047
0.1166,0.1188,0.0,0.0,0.0,False,1,31,81,13,137467
0.1072,0.1089,0.0,0.0,0.0,False,1,31,81,23,203887
0.0786,0.0818,0.0,0.0,0.0,False,1,31,81,33,270307
0.1094,0.1131,0.0,0.0,0.0,False,1,31,81,43,336727
0.1057,0.1049,0.0,0.0,0.0,False,1,31,81,53,403147
0.0854,0.0887,0.0,0.0,0.0,False,1,31,81,63,469567
0.16,0.1585,0.0,0.0,0.0,False,1,31,81,73,535987
0.0436,0.0404,0.0,0.0,0.0,False,1,31,81,83,602407
0.121,0.1143,0.0,0.0,0.0,False,1,31,81,93,668827
0.079,0.0743,0.0,0.0,0.0,False,1,31,91,3,80727
0.0504,0.0482,0.0,0.0,0.0,False,1,31,91,13,164447
0.1294,0.1304,0.0,0.0,0.0,False,1,31,91,23,248167
0.1075,0.106,0.0,0.0,0.0,False,1,31,91,33,331887
0.1031,0.1059,0.0,0.0,0.0,False,1,31,91,43,415607
0.0902,0.0846,0.0,0.0,0.0,False,1,31,91,53,499327
0.0914,0.0924,0.0,0.0,0.0,False,1,31,91,63,583047
